dmd,Antibiotic,Class,atccode,route,VmpUnit,WHO_AWaRe_2023,UK_AWaRe_2024,Include,Notes,vmp_id,vmp_nm,invalid_vmp,vtm_id,vtm_nm,atc_route,atc
Flucloxacillin 8g in nacl + buffer (17.4mg/ml) infusion,Flucloxacillin,Penicillins,J01CF05,P,ml,a,a,1,,,,,,,,
Flucloxacillin in sodium chloride 0.9% 240ml 8000mg elastometric pump (24hr),Flucloxacillin,Penicillins,J01CF05,P,ml,a,a,1,,,,,,,,
Flucloxacillin sodium 125mg/5ml oral suspension,Flucloxacillin,Penicillins,J01CF05,O,ml,a,a,1,,22751511000001108,Flucloxacillin sodium 125mg/5ml oral suspension,True,775979003,Flucloxacillin,O,
Fosfomycin 1g powder and solvent for solution for infusion vials,Fosfomycin_IV,Phosphonics,J01XX01,P,vial,r,r,1,,22491111000001100,Fosfomycin 1g powder and solvent for solution for infusion vials,False,776041001,Fosfomycin,P,J01XX01
Fosfomycin 250mg/5ml oral suspension,Fosfomycin_oral,Phosphonics,J01XX01,O,ml,w,a,1,,25194411000001109,Fosfomycin 250mg/5ml oral suspension,False,776041001,Fosfomycin,O,J01XX01
Fosfomycin 2g powder for solution for infusion vials,Fosfomycin_IV,Phosphonics,J01XX01,P,vial,r,r,1,,24997511000001106,Fosfomycin 2g powder for solution for infusion vials,False,776041001,Fosfomycin,P,J01XX01
Fosfomycin 3g granules for oral solution sachets,Fosfomycin_oral,Phosphonics,J01XX01,O,granules,w,a,1,,18162111000001102,Fosfomycin 3g granules for oral solution sachets,False,776041001,Fosfomycin,O,J01XX01
Fosfomycin 3g granules sachets,Fosfomycin_oral,Phosphonics,J01XX01,O,sachet,w,a,1,,,,,,,,
Fosfomycin 4g powder for solution for infusion vials,Fosfomycin_IV,Phosphonics,J01XX01,P,vial,r,r,1,,22491511000001109,Fosfomycin 4g powder for solution for infusion vials,False,776041001,Fosfomycin,P,J01XX01
Fosfomycin 500mg capsules,Fosfomycin_oral,Phosphonics,J01XX01,O,capsule,w,a,1,,21258811000001107,Fosfomycin 500mg capsules,False,776041001,Fosfomycin,O,J01XX01
Fosfomycin 5g powder for solution for infusion vials,Fosfomycin_IV,Phosphonics,J01XX01,P,vial,r,r,1,,36809911000001109,Fosfomycin 5g powder for solution for infusion vials,False,776041001,Fosfomycin,P,J01XX01
Fusidic acid 250mg/5ml oral suspension,Fusidic-acid,Steroid antibacterials,J01XC01,O,ml,w,w,1,,41950611000001109,Fusidic acid 250mg/5ml oral suspension,False,776058006,Fusidic acid,O,J01XC01
Generic deteclo 300mg tablets,Chlortetracycline hydrochloride/demeclocycline hydrochloride/tetracycline hydrochloride,Tetracyclines,J01AA20,O,tablet,o,o,0,"excl, discontinued in UK since 2007",34819711000001101,Generic Deteclo 300mg tablets,False,,,O,J01AA20
Generic Recarbrio 500mg/500mg/250mg powder for solution for infusion vials,Imipenem/cilastatin/relebactam,Carbapenems,J01DH56,P,vial,r,r,1,,38840011000001101,Generic Recarbrio 500mg/500mg/250mg powder for solution for infusion vials,False,789074009,Cilastatin + Imipenem + Relebactam,P,
Generic voractiv tablets,Ethambutol hydrochloride/isoniazid/pyrazinamide/rifampicin,Antimycobacterials,J04AM06,O,tablet,o,o,0,anti-TB,21733111000001101,Generic Voractiv tablets,False,,,O,J04AM06
Gentamicin 160mg/100ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,38521211000001101,Gentamicin 160mg/100ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 20mg/2ml solution for injection ampoules,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,29903511000001102,Gentamicin 20mg/2ml solution for injection ampoules,False,776094005,Gentamicin,P,J01GB03
Gentamicin 20mg/2ml solution for injection vials,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,36063011000001107,Gentamicin 20mg/2ml solution for injection vials,False,776094005,Gentamicin,P,J01GB03
Gentamicin 240mg/100ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,7652011000001101,Gentamicin 240mg/100ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 240mg/106ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,38521311000001109,Gentamicin 240mg/106ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 240mg/80ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,29951111000001100,Gentamicin 240mg/80ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 240mg/80ml infusion polyethylene bottles,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,39405311000001105,Gentamicin 240mg/80ml infusion polyethylene bottles,False,776094005,Gentamicin,P,J01GB03
Gentamicin 300mg/107.5ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,38521411000001102,Gentamicin 300mg/107.5ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 30mg/5ml oral suspension,Gentamicin,Aminoglycosides,J01GB03,O,ml,a,a,0,no WHO DDD,27800411000001108,Gentamicin 30mg/5ml oral suspension,False,776094005,Gentamicin,O,J01GB03
Gentamicin 35mg/5ml oral suspension,Gentamicin,Aminoglycosides,J01GB03,O,ml,a,a,0,no WHO DDD,29827911000001102,Gentamicin 35mg/5ml oral suspension,False,776094005,Gentamicin,O,J01GB03
Gentamicin 360mg/100ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,7652511000001109,Gentamicin 360mg/100ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 360mg/109ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,38521511000001103,Gentamicin 360mg/109ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 360mg/120ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,29951211000001106,Gentamicin 360mg/120ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 360mg/120ml infusion polyethylene bottles,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,39405411000001103,Gentamicin 360mg/120ml infusion polyethylene bottles,False,776094005,Gentamicin,P,J01GB03
Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,36050911000001105,Gentamicin 40mg/1ml solution for injection ampoules,False,776094005,Gentamicin,P,J01GB03
Gentamicin 440mg/111ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,38521611000001104,Gentamicin 440mg/111ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 50mg/5ml oral solution,Gentamicin,Aminoglycosides,J01GB03,O,ml,a,a,0,no WHO DDD,8523611000001103,Gentamicin 50mg/5ml oral solution,False,776094005,Gentamicin,O,J01GB03
Gentamicin 5mg/1ml solution for injection ampoules,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,4615711000001107,Gentamicin 5mg/1ml solution for injection ampoules,False,776094005,Gentamicin,,J01GB03
Gentamicin 62.5mg/5ml oral solution,Gentamicin,Aminoglycosides,J01GB03,O,ml,a,a,0,no WHO DDD,12089911000001108,Gentamicin 62.5mg/5ml oral solution,False,776094005,Gentamicin,O,J01GB03
Gentamicin 75mg/5ml oral solution,Gentamicin,Aminoglycosides,J01GB03,O,ml,a,a,0,no WHO DDD,12090011000001100,Gentamicin 75mg/5ml oral solution,False,776094005,Gentamicin,O,J01GB03
Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,36051011000001102,Gentamicin 80mg/2ml solution for injection ampoules,False,776094005,Gentamicin,P,J01GB03
Gentamicin 80mg/2ml solution for injection vials,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,36051111000001101,Gentamicin 80mg/2ml solution for injection vials,False,776094005,Gentamicin,P,J01GB03
Gentamicin 80mg/50ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,7651311000001107,Gentamicin 80mg/50ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 80mg/80ml infusion bags,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,29951311000001103,Gentamicin 80mg/80ml infusion bags,False,776094005,Gentamicin,P,J01GB03
Gentamicin 80mg/80ml infusion polyethylene bottles,Gentamicin,Aminoglycosides,J01GB03,P,ml,a,a,1,,39405511000001104,Gentamicin 80mg/80ml infusion polyethylene bottles,False,776094005,Gentamicin,P,J01GB03
Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,Imipenem/cilastatin,Carbapenems,J01DH51,P,vial,w,r,1,,4396211000001103,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,False,775245007,Imipenem + Cilastatin,P,J01DH51
Imipenem 500mg / cilastatin 500mg powder for solution for infusion vials,Imipenem/cilastatin,Carbapenems,J01DH51,P,vial,w,r,1,,4396211000001103,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,False,775245007,Imipenem + Cilastatin,P,J01DH51
Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Imipenem/cilastatin,Carbapenems,J01DH51,P,vial,w,r,1,,41950811000001108,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,False,775245007,Imipenem + Cilastatin,P,J01DH51
Imipenem 500mg / cilastatin 500mg powder for suspension for injection vials,Imipenem/cilastatin,Carbapenems,J01DH51,P,vial,w,r,1,,41950811000001108,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,False,775245007,Imipenem + Cilastatin,P,J01DH51
Isoniazid 100mg tablets,Isoniazid,Antimycobacterials,J04AC01 ,O,tablet,o,o,0,anti-TB,41950911000001103,Isoniazid 100mg tablets,False,776412002,Isoniazid,O,J04AC01
Isoniazid 100mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8562211000001104,Isoniazid 100mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 100mg/5ml oral suspension,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8562311000001107,Isoniazid 100mg/5ml oral suspension,False,776412002,Isoniazid,O,J04AC01
Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,32464311000001101,Isoniazid 100mg/5ml solution for injection ampoules,False,776412002,Isoniazid,P,J04AC01
Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,32464311000001101,Isoniazid 100mg/5ml solution for injection ampoules,False,776412002,Isoniazid,,J04AC01
Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,32464311000001101,Isoniazid 100mg/5ml solution for injection ampoules,False,776412002,Isoniazid,intravesical,J04AC01
Isoniazid 110mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12639711000001108,Isoniazid 110mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 119mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12639811000001100,Isoniazid 119mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 120mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12639911000001105,Isoniazid 120mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 125mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640011000001104,Isoniazid 125mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 130mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640111000001103,Isoniazid 130mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 135mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640211000001109,Isoniazid 135mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 140mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640311000001101,Isoniazid 140mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 150mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8562411000001100,Isoniazid 150mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 150mg/5ml oral suspension,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8562511000001101,Isoniazid 150mg/5ml oral suspension,False,776412002,Isoniazid,O,J04AC01
Isoniazid 17.5mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640411000001108,Isoniazid 17.5mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 170mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640511000001107,Isoniazid 170mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 175mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640611000001106,Isoniazid 175mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 180mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640711000001102,Isoniazid 180mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 200mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8580311000001105,Isoniazid 200mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 200mg/5ml oral suspension,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8580411000001103,Isoniazid 200mg/5ml oral suspension,False,776412002,Isoniazid,O,J04AC01
Isoniazid 220mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640811000001105,Isoniazid 220mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 250mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12640911000001100,Isoniazid 250mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 25mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641011000001108,Isoniazid 25mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 260mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641111000001109,Isoniazid 260mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 270mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641211000001103,Isoniazid 270mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 27mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641311000001106,Isoniazid 27mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 30.5mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641411000001104,Isoniazid 30.5mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 300mg tablets,Isoniazid,Antimycobacterials,J04AC01 ,O,tablet,o,o,0,anti-TB,41951011000001106,Isoniazid 300mg tablets,False,776412002,Isoniazid,O,J04AC01
Isoniazid 300mg/5ml Injection,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,,,,,,,
Isoniazid 300mg/5ml injection,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,,,,,,,
Isoniazid 300mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641511000001100,Isoniazid 300mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 30mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641611000001101,Isoniazid 30mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 375mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641711000001105,Isoniazid 375mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 400mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641811000001102,Isoniazid 400mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 40mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12641911000001107,Isoniazid 40mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 500mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12642011000001100,Isoniazid 500mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 50mg tablets,Isoniazid,Antimycobacterials,J04AC01 ,O,tablet,o,o,0,anti-TB,41951111000001107,Isoniazid 50mg tablets,False,776412002,Isoniazid,O,J04AC01
Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,36050011000001106,Isoniazid 50mg/2ml solution for injection ampoules,False,776412002,Isoniazid,P,J04AC01
Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,Antimycobacterials,J04AC01 ,P,ml,o,o,0,anti-TB,36050011000001106,Isoniazid 50mg/2ml solution for injection ampoules,False,776412002,Isoniazid,,J04AC01
Isoniazid 50mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8562611000001102,Isoniazid 50mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 50mg/5ml oral solution sugar free,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,324473009,Isoniazid 50mg/5ml oral solution sugar free,True,776412002,Isoniazid,O,
Isoniazid 50mg/5ml oral suspension,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8562711000001106,Isoniazid 50mg/5ml oral suspension,False,776412002,Isoniazid,O,J04AC01
Isoniazid 60mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12642111000001104,Isoniazid 60mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 75mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8580511000001104,Isoniazid 75mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 75mg/5ml oral suspension,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,8580611000001100,Isoniazid 75mg/5ml oral suspension,False,776412002,Isoniazid,O,J04AC01
Isoniazid 80mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12642211000001105,Isoniazid 80mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 85mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12642311000001102,Isoniazid 85mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Isoniazid 87.5mg/5ml oral solution,Isoniazid,Antimycobacterials,J04AC01 ,O,ml,o,o,0,anti-TB,12642411000001109,Isoniazid 87.5mg/5ml oral solution,False,776412002,Isoniazid,O,J04AC01
Levofloxacin 100mg/ml nebuliser liquid ampoules,Levofloxacin,Fluoroquinolones,J01MA12,INH,ml,w,w,1,,32522511000001104,Levofloxacin 100mg/ml nebuliser liquid ampoules,False,776517005,Levofloxacin,Inhal.solution,J01MA12
Levofloxacin 125mg/5ml oral solution,Levofloxacin,Fluoroquinolones,J01MA13,O,ml,w,w,1,,43186411000001109,Levofloxacin 125mg/5ml oral solution,False,776517005,Levofloxacin,O,J01MA12
Levofloxacin 250mg tablets,Levofloxacin,Fluoroquinolones,J01MA12,O,tablet,w,w,1,,39697411000001109,Levofloxacin 250mg tablets,False,776517005,Levofloxacin,O,J01MA12
Levofloxacin 500mg tablets,Levofloxacin,Fluoroquinolones,J01MA12,O,tablet,w,w,1,,41951211000001101,Levofloxacin 500mg tablets,False,776517005,Levofloxacin,O,J01MA12
Levofloxacin 500mg/100ml infusion bags,Levofloxacin,Fluoroquinolones,J01MA12,P,ml,w,w,1,,19448711000001105,Levofloxacin 500mg/100ml infusion bags,False,776517005,Levofloxacin,P,J01MA12
Levofloxacin 500mg/100ml solution for infusion bottles,Levofloxacin,Fluoroquinolones,J01MA12,P,ml,w,w,1,,23108311000001101,Levofloxacin 500mg/100ml solution for infusion bottles,False,776517005,Levofloxacin,P,J01MA12
Levofloxacin 500mg/100ml solution for infusion vials,Levofloxacin,Fluoroquinolones,J01MA12,P,ml,w,w,1,,36038911000001106,Levofloxacin 500mg/100ml solution for infusion vials,False,776517005,Levofloxacin,P,J01MA12
Levofloxacin 50mg/5ml oral suspension,Levofloxacin,Fluoroquinolones,J01MA13,O,ml,w,w,1,,43186511000001108,Levofloxacin 50mg/5ml oral suspension,False,776517005,Levofloxacin,O,J01MA12
Levofloxacin 5mg in 1ml intravenous infusion,Levofloxacin,Fluoroquinolones,J01MA12,P,ml,w,w,1,,,,,,,,
Linezolid 100mg/5ml oral suspension,Linezolid,Oxazolidinones,J01XX08,O,ml,r,r,1,,39718111000001106,Linezolid 100mg/5ml oral suspension,False,776544000,Linezolid,O,J01XX08
Linezolid 2mg in 1ml intravenous infusion,Linezolid,Oxazolidinones,J01XX08,P,ml,r,r,1,,,,,,,,
Linezolid 600mg tablets,Linezolid,Oxazolidinones,J01XX08,O,tablet,r,r,1,,41951311000001109,Linezolid 600mg tablets,False,776544000,Linezolid,O,J01XX08
Linezolid 600mg/300ml infusion,Linezolid,Oxazolidinones,J01XX08,P,ml,r,r,1,,,,,,,,
Linezolid 600mg/300ml infusion bags,Linezolid,Oxazolidinones,J01XX08,P,ml,r,r,1,,36040111000001105,Linezolid 600mg/300ml infusion bags,False,776544000,Linezolid,P,J01XX08
Linezolid 600mg/300ml solution for infusion bottles,Linezolid,Oxazolidinones,J01XX08,P,ml,r,r,1,,36441911000001108,Linezolid 600mg/300ml solution for infusion bottles,False,776544000,Linezolid,P,J01XX08
Lymecycline 408mg capsules,Lymecycline,Tetracyclines,J01AA04,O,capsule,w,w,1,,41951411000001102,Lymecycline 408mg capsules,False,776593005,Lymecycline,O,J01AA04
Meropenem 1.6g powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,,,,,,,
Meropenem 1g / Vaborbactam 1g powder for solution for infusion vials,Meropenem/vaborbactam,Carbapenems,J01DH52,P,vial,r,r,1,,37914011000001102,Meropenem 1g / Vaborbactam 1g powder for solution for infusion vials,False,776695007,Meropenem + Vaborbactam,P,J01DH52
Meropenem 1g powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,41951511000001103,Meropenem 1g powder for solution for injection vials,False,776694006,Meropenem,P,J01DH02
Meropenem 2g powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,42337111000001109,Meropenem 2g powder for solution for injection vials,False,776694006,Meropenem,P,J01DH02
Meropenem 500mg powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,41951611000001104,Meropenem 500mg powder for solution for injection vials,False,776694006,Meropenem,P,J01DH02
Meropenem 530mg powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,,,,,,,
Meropenem 560mg powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,,,,,,,
Meropenem 570mg powder for solution for injection vials,Meropenem,Carbapenems,J01DH02,P,vial,w,r,1,,,,,,,,
Methenamine hippurate 1g tablets,Methenamine,Triazinanes,J01XX05,O,tablet,o,o,1,,41951711000001108,Methenamine hippurate 1g tablets,False,776725009,Methenamine,O,J01XX05
Metronidazole 100mg/20ml solution for infusion ampoules,Metronidazole_IV,Imidazoles,J01XD01,P,ml,a,a,1,,34194011000001108,Metronidazole 100mg/20ml solution for infusion ampoules,False,776774005,Metronidazole,P,J01XD01
Metronidazole 100mg/5ml oral solution,Metronidazole_oral,Imidazoles,P01AB01,O,ml,a,a,1,,13007811000001103,Metronidazole 100mg/5ml oral solution,False,776774005,Metronidazole,O,P01AB01
Metronidazole 100mg/5ml oral suspension,Metronidazole_oral,Imidazoles,P01AB01,O,ml,a,a,1,,13007911000001108,Metronidazole 100mg/5ml oral suspension,False,776774005,Metronidazole,O,P01AB01
Metronidazole 125mg suppositories,Metronidazole,Imidazoles,P01AB01,R,suppository,a,a,1,,,,,,,,
Metronidazole 1g suppositories,Metronidazole,Imidazoles,P01AB01,R,suppository,a,a,1,,41951811000001100,Metronidazole 1g suppositories,False,776774005,Metronidazole,R,P01AB01
Metronidazole 200mg tablets,Metronidazole_oral,Imidazoles,P01AB01,O,tablet,a,a,1,,41951911000001105,Metronidazole 200mg tablets,False,776774005,Metronidazole,O,P01AB01
Metronidazole 200mg/5ml oral solution,Metronidazole_oral,Imidazoles,P01AB01,O,ml,a,a,1,,13008011000001105,Metronidazole 200mg/5ml oral solution,False,776774005,Metronidazole,O,P01AB01
Metronidazole 200mg/5ml oral suspension,Metronidazole_oral,Imidazoles,P01AB01,O,ml,a,a,1,,41952011000001103,Metronidazole 200mg/5ml oral suspension,False,776774005,Metronidazole,O,P01AB01
Metronidazole 400mg tablets,Metronidazole_oral,Imidazoles,P01AB01,O,tablet,a,a,1,,41952111000001102,Metronidazole 400mg tablets,False,776774005,Metronidazole,O,P01AB01
Metronidazole 500mg suppositories,Metronidazole,Imidazoles,P01AB01,R,suppository,a,a,1,,41952211000001108,Metronidazole 500mg suppositories,False,776774005,Metronidazole,R,P01AB01
Metronidazole 500mg tablets,Metronidazole_oral,Imidazoles,P01AB01,O,tablet,a,a,1,,41952311000001100,Metronidazole 500mg tablets,False,776774005,Metronidazole,O,P01AB01
Metronidazole 500mg/100ml infusion 100ml,Metronidazole_IV,Imidazoles,J01XD01,P,ml,a,a,1,,,,,,,,
Metronidazole 500mg/100ml infusion 100ml bags,Metronidazole_IV,Imidazoles,J01XD01,P,ml,a,a,1,,36035611000001106,Metronidazole 500mg/100ml infusion 100ml bags,False,776774005,Metronidazole,P,J01XD01
Metronidazole 500mg/100ml solution for infusion bottles,Metronidazole_IV,Imidazoles,J01XD01,P,ml,a,a,1,,34617211000001105,Metronidazole 500mg/100ml solution for infusion bottles,False,776774005,Metronidazole,P,J01XD01
Metronidazole 50mg/5ml oral solution,Metronidazole_oral,Imidazoles,P01AB01,O,ml,a,a,1,,13008111000001106,Metronidazole 50mg/5ml oral solution,False,776774005,Metronidazole,O,P01AB01
Metronidazole 50mg/5ml oral suspension,Metronidazole_oral,Imidazoles,P01AB01,O,ml,a,a,1,,13008211000001100,Metronidazole 50mg/5ml oral suspension,False,776774005,Metronidazole,O,P01AB01
Minocycline 100mg capsules,Minocycline_oral,Tetracyclines,J01AA08,O,capsule,w,w,1,,39700811000001104,Minocycline 100mg capsules,False,776800005,Minocycline,O,J01AA08
